path,group,category,v1_score,v2_score,score_delta
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0032_neg_007.wav,librispeech,speech,0.000009,0.502272,0.502263
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0032_neg_009.wav,librispeech,speech,0.000032,0.077923,0.077891
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0033_neg_004.wav,librispeech,speech,0.000021,0.476129,0.476108
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0033_neg_008.wav,librispeech,speech,0.048434,0.566592,0.518158
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0033_neg_009.wav,librispeech,speech,0.000013,0.694531,0.694518
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0033_neg_011.wav,librispeech,speech,0.000002,0.052660,0.052657
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0033_neg_012.wav,librispeech,speech,0.000004,0.042275,0.042271
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0034_neg_002.wav,librispeech,speech,0.000015,0.008022,0.008007
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0034_neg_004.wav,librispeech,speech,0.000021,0.016853,0.016832
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0034_neg_011.wav,librispeech,speech,0.032561,0.073723,0.041162
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0035_neg_000.wav,librispeech,speech,0.000125,0.242061,0.241936
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0035_neg_004.wav,librispeech,speech,0.000501,0.951648,0.951147
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0035_neg_008.wav,librispeech,speech,0.022332,0.320367,0.298035
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0035_neg_012.wav,librispeech,speech,0.000038,0.766763,0.766726
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0036_neg_000.wav,librispeech,speech,0.002786,0.785643,0.782857
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0036_neg_004.wav,librispeech,speech,0.000005,0.106636,0.106631
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0036_neg_006.wav,librispeech,speech,0.000000,0.509974,0.509974
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0036_neg_010.wav,librispeech,speech,0.000008,0.579634,0.579627
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0036_neg_011.wav,librispeech,speech,0.000005,0.015653,0.015648
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0000_neg_002.wav,librispeech,speech,0.000015,0.032140,0.032125
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0000_neg_011.wav,librispeech,speech,0.000071,0.088183,0.088113
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0001_neg_003.wav,librispeech,speech,0.055215,0.588617,0.533402
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0002_neg_002.wav,librispeech,speech,0.001427,0.095408,0.093981
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0003_neg_002.wav,librispeech,speech,0.002259,0.384751,0.382491
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0003_neg_005.wav,librispeech,speech,0.000037,0.027022,0.026985
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0003_neg_007.wav,librispeech,speech,0.000068,0.116044,0.115976
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0003_neg_009.wav,librispeech,speech,0.000336,0.003938,0.003602
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0004_neg_000.wav,librispeech,speech,0.002180,0.155773,0.153593
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0004_neg_004.wav,librispeech,speech,0.000010,0.034499,0.034489
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0004_neg_008.wav,librispeech,speech,0.000046,0.150243,0.150197
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0004_neg_011.wav,librispeech,speech,0.002189,0.850417,0.848228
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0004_neg_012.wav,librispeech,speech,0.000014,0.078392,0.078379
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0005_neg_000.wav,librispeech,speech,0.000223,0.020049,0.019826
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0005_neg_005.wav,librispeech,speech,0.000021,0.227006,0.226985
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0005_neg_007.wav,librispeech,speech,0.000666,0.005714,0.005047
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0005_neg_009.wav,librispeech,speech,0.000019,0.021596,0.021577
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0005_neg_014.wav,librispeech,speech,0.001837,0.079340,0.077504
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0006_neg_004.wav,librispeech,speech,0.000014,0.025123,0.025110
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0007_neg_002.wav,librispeech,speech,0.000004,0.010686,0.010682
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0007_neg_003.wav,librispeech,speech,0.000005,0.010547,0.010543
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0007_neg_010.wav,librispeech,speech,0.890271,0.597018,-0.293254
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0007_neg_011.wav,librispeech,speech,0.000038,0.116561,0.116523
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0008_neg_004.wav,librispeech,speech,0.016431,0.184868,0.168437
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0008_neg_006.wav,librispeech,speech,0.001287,0.296379,0.295092
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0008_neg_011.wav,librispeech,speech,0.150895,0.255282,0.104386
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0008_neg_013.wav,librispeech,speech,0.000126,0.287805,0.287680
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0008_neg_014.wav,librispeech,speech,0.000022,0.028557,0.028536
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0009_neg_000.wav,librispeech,speech,0.000124,0.171354,0.171231
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0009_neg_006.wav,librispeech,speech,0.000054,0.003241,0.003188
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0009_neg_012.wav,librispeech,speech,0.000406,0.037380,0.036974
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0009_neg_015.wav,librispeech,speech,0.001601,0.090389,0.088788
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0010_neg_000.wav,librispeech,speech,0.000060,0.024796,0.024735
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0010_neg_001.wav,librispeech,speech,0.000012,0.007100,0.007087
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0010_neg_006.wav,librispeech,speech,0.000020,0.015626,0.015606
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0010_neg_012.wav,librispeech,speech,0.000532,0.325121,0.324589
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0010_neg_014.wav,librispeech,speech,0.004105,0.093845,0.089739
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0011_neg_001.wav,librispeech,speech,0.000004,0.003714,0.003710
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0011_neg_002.wav,librispeech,speech,0.000032,0.103419,0.103387
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0011_neg_004.wav,librispeech,speech,0.251740,0.185210,-0.066530
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0011_neg_011.wav,librispeech,speech,0.000776,0.432352,0.431575
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0011_neg_012.wav,librispeech,speech,0.000001,0.879767,0.879766
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0012_neg_008.wav,librispeech,speech,0.007660,0.018965,0.011306
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0012_neg_010.wav,librispeech,speech,0.000001,0.009144,0.009143
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0012_neg_011.wav,librispeech,speech,0.000010,0.045258,0.045248
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0013_neg_004.wav,librispeech,speech,0.000010,0.000486,0.000475
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0013_neg_006.wav,librispeech,speech,0.000566,0.045771,0.045204
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0014_neg_000.wav,librispeech,speech,0.000012,0.145456,0.145444
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0014_neg_001.wav,librispeech,speech,0.000010,0.176401,0.176391
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0014_neg_004.wav,librispeech,speech,0.001526,0.345376,0.343850
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0015_neg_007.wav,librispeech,speech,0.000029,0.065104,0.065075
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0015_neg_008.wav,librispeech,speech,0.000001,0.002484,0.002483
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0015_neg_014.wav,librispeech,speech,0.000183,0.589732,0.589550
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0016_neg_000.wav,librispeech,speech,0.000052,0.154356,0.154304
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0016_neg_001.wav,librispeech,speech,0.000054,0.155797,0.155743
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0016_neg_003.wav,librispeech,speech,0.000003,0.038978,0.038974
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0016_neg_012.wav,librispeech,speech,0.000226,0.017984,0.017758
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0017_neg_003.wav,librispeech,speech,0.000005,0.016108,0.016104
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0017_neg_013.wav,librispeech,speech,0.000215,0.074323,0.074108
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0017_neg_014.wav,librispeech,speech,0.001218,0.161952,0.160734
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0018_neg_001.wav,librispeech,speech,0.000001,0.006756,0.006755
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0018_neg_002.wav,librispeech,speech,0.000021,0.002750,0.002729
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0018_neg_005.wav,librispeech,speech,0.000026,0.011004,0.010978
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0018_neg_008.wav,librispeech,speech,0.000098,0.009579,0.009480
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0018_neg_011.wav,librispeech,speech,0.000082,0.044911,0.044829
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0019_neg_007.wav,librispeech,speech,0.014046,0.304393,0.290347
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0020_neg_008.wav,librispeech,speech,0.767675,0.010762,-0.756913
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0020_neg_010.wav,librispeech,speech,0.000117,0.335196,0.335079
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0021_neg_009.wav,librispeech,speech,0.000119,0.065541,0.065422
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0021_neg_011.wav,librispeech,speech,0.000126,0.771974,0.771847
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0022_neg_002.wav,librispeech,speech,0.000109,0.106478,0.106369
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0022_neg_004.wav,librispeech,speech,0.000038,0.041536,0.041497
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0022_neg_007.wav,librispeech,speech,0.000003,0.034271,0.034267
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0022_neg_011.wav,librispeech,speech,0.000013,0.002228,0.002215
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0023_neg_001.wav,librispeech,speech,0.000011,0.001891,0.001880
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0023_neg_003.wav,librispeech,speech,0.000901,0.129276,0.128375
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0023_neg_004.wav,librispeech,speech,0.055524,0.055616,0.000092
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0023_neg_005.wav,librispeech,speech,0.000095,0.010053,0.009958
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0023_neg_007.wav,librispeech,speech,0.000153,0.006954,0.006802
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0023_neg_008.wav,librispeech,speech,0.000048,0.001741,0.001693
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0024_neg_010.wav,librispeech,speech,0.000080,0.003701,0.003621
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0024_neg_011.wav,librispeech,speech,0.000168,0.033454,0.033287
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0024_neg_013.wav,librispeech,speech,0.001202,0.547467,0.546264
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0025_neg_002.wav,librispeech,speech,0.005250,0.971251,0.966002
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0025_neg_007.wav,librispeech,speech,0.000007,0.013929,0.013923
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0025_neg_008.wav,librispeech,speech,0.000725,0.152547,0.151822
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0025_neg_009.wav,librispeech,speech,0.004148,0.117765,0.113617
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0026_neg_000.wav,librispeech,speech,0.000002,0.010790,0.010788
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0026_neg_012.wav,librispeech,speech,0.005079,0.308566,0.303488
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0027_neg_000.wav,librispeech,speech,0.000047,0.178721,0.178674
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0027_neg_001.wav,librispeech,speech,0.000003,0.015575,0.015572
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0027_neg_004.wav,librispeech,speech,0.000030,0.303229,0.303199
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0027_neg_006.wav,librispeech,speech,0.000001,0.282671,0.282670
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0027_neg_008.wav,librispeech,speech,0.000000,0.277312,0.277312
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0028_neg_001.wav,librispeech,speech,0.000019,0.002068,0.002049
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0028_neg_007.wav,librispeech,speech,0.313054,0.286880,-0.026173
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0028_neg_008.wav,librispeech,speech,0.000002,0.089330,0.089328
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0028_neg_009.wav,librispeech,speech,0.000013,0.150533,0.150520
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0029_neg_000.wav,librispeech,speech,0.000027,0.349331,0.349305
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0029_neg_005.wav,librispeech,speech,0.000001,0.011097,0.011096
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0029_neg_006.wav,librispeech,speech,0.000005,0.002774,0.002769
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0029_neg_007.wav,librispeech,speech,0.000037,0.243054,0.243017
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0029_neg_008.wav,librispeech,speech,0.000040,0.010906,0.010866
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0029_neg_009.wav,librispeech,speech,0.000000,0.004003,0.004003
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0029_neg_011.wav,librispeech,speech,0.000018,0.001689,0.001671
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0029_neg_012.wav,librispeech,speech,0.000005,0.153770,0.153765
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0030_neg_000.wav,librispeech,speech,0.000003,0.017985,0.017982
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0030_neg_001.wav,librispeech,speech,0.000086,0.062359,0.062273
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0030_neg_006.wav,librispeech,speech,0.000013,0.690262,0.690250
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0030_neg_007.wav,librispeech,speech,0.000105,0.025406,0.025301
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0030_neg_013.wav,librispeech,speech,0.000002,0.001749,0.001747
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0030_neg_014.wav,librispeech,speech,0.000041,0.010395,0.010354
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0031_neg_004.wav,librispeech,speech,0.000017,0.003766,0.003750
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0031_neg_005.wav,librispeech,speech,0.000007,0.003487,0.003480
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0031_neg_007.wav,librispeech,speech,0.000564,0.114396,0.113832
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0031_neg_008.wav,librispeech,speech,0.000001,0.698416,0.698415
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0032_neg_003.wav,librispeech,speech,0.000531,0.026866,0.026334
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0032_neg_007.wav,librispeech,speech,0.000007,0.028504,0.028497
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0032_neg_012.wav,librispeech,speech,0.003031,0.403983,0.400952
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0032_neg_014.wav,librispeech,speech,0.000038,0.051590,0.051552
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0033_neg_000.wav,librispeech,speech,0.000031,0.006717,0.006686
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0033_neg_003.wav,librispeech,speech,0.000007,0.071267,0.071260
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0033_neg_012.wav,librispeech,speech,0.000029,0.043740,0.043711
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0034_neg_001.wav,librispeech,speech,0.000003,0.009949,0.009946
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0034_neg_002.wav,librispeech,speech,0.013394,0.539220,0.525826
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0034_neg_008.wav,librispeech,speech,0.000046,0.038995,0.038950
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0034_neg_011.wav,librispeech,speech,0.000313,0.033544,0.033231
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0035_neg_000.wav,librispeech,speech,0.000848,0.080152,0.079304
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0035_neg_001.wav,librispeech,speech,0.001868,0.013252,0.011384
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0035_neg_011.wav,librispeech,speech,0.000185,0.389526,0.389341
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0036_neg_005.wav,librispeech,speech,0.000060,0.069090,0.069029
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0037_neg_001.wav,librispeech,speech,0.000001,0.004065,0.004064
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0037_neg_008.wav,librispeech,speech,0.000012,0.002400,0.002388
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0038_neg_003.wav,librispeech,speech,0.000278,0.036513,0.036235
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0039_neg_002.wav,librispeech,speech,0.000002,0.001057,0.001055
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0039_neg_003.wav,librispeech,speech,0.000061,0.178472,0.178410
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0039_neg_013.wav,librispeech,speech,0.000321,0.112368,0.112047
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0040_neg_000.wav,librispeech,speech,0.000004,0.008938,0.008934
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0040_neg_001.wav,librispeech,speech,0.000228,0.119252,0.119024
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0040_neg_003.wav,librispeech,speech,0.000024,0.010888,0.010864
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0040_neg_007.wav,librispeech,speech,0.000106,0.010049,0.009943
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0040_neg_010.wav,librispeech,speech,0.000282,0.753258,0.752975
E:\SIH\ira-wakeword\dataset\negative\speech\6848_6848-252323-0040_neg_012.wav,librispeech,speech,0.000003,0.008994,0.008990
E:\SIH\ira-wakeword\dataset\negative\background\background_00038.wav,synthetic_noise,ambient,0.054257,0.000864,-0.053394
E:\SIH\ira-wakeword\dataset\negative\background\background_00047.wav,synthetic_noise,ambient,0.000000,0.000467,0.000467
E:\SIH\ira-wakeword\dataset\negative\background\background_00049.wav,synthetic_noise,ambient,0.000000,0.000039,0.000039
E:\SIH\ira-wakeword\dataset\negative\background\background_00050.wav,synthetic_noise,ambient,0.000000,0.000035,0.000035
E:\SIH\ira-wakeword\dataset\negative\background\background_00055.wav,synthetic_noise,ambient,0.000016,0.003465,0.003449
E:\SIH\ira-wakeword\dataset\negative\background\background_00059.wav,synthetic_noise,ambient,0.013552,0.000243,-0.013309
E:\SIH\ira-wakeword\dataset\negative\background\background_00092.wav,synthetic_noise,ambient,0.000000,0.000072,0.000072
E:\SIH\ira-wakeword\dataset\negative\background\background_00093.wav,synthetic_noise,ambient,0.000048,0.003728,0.003680
E:\SIH\ira-wakeword\dataset\negative\background\background_00106.wav,synthetic_noise,ambient,0.000000,0.000382,0.000382
E:\SIH\ira-wakeword\dataset\negative\background\background_00108.wav,synthetic_noise,ambient,0.006057,0.000253,-0.005804
E:\SIH\ira-wakeword\dataset\negative\background\background_00119.wav,synthetic_noise,ambient,0.000000,0.000001,0.000001
E:\SIH\ira-wakeword\dataset\negative\background\background_00120.wav,synthetic_noise,ambient,0.000000,0.000115,0.000115
E:\SIH\ira-wakeword\dataset\negative\background\background_00124.wav,synthetic_noise,ambient,0.000000,0.000290,0.000289
E:\SIH\ira-wakeword\dataset\negative\background\background_00134.wav,synthetic_noise,ambient,0.000000,0.000004,0.000004
E:\SIH\ira-wakeword\dataset\negative\background\background_00171.wav,synthetic_noise,ambient,0.009880,0.000168,-0.009712
E:\SIH\ira-wakeword\dataset\negative\background\background_00173.wav,synthetic_noise,ambient,0.000000,0.000857,0.000857
E:\SIH\ira-wakeword\dataset\negative\background\background_00174.wav,synthetic_noise,ambient,0.000425,0.001753,0.001328
E:\SIH\ira-wakeword\dataset\negative\background\background_00181.wav,synthetic_noise,ambient,0.008002,0.048088,0.040086
E:\SIH\ira-wakeword\dataset\negative\background\background_00182.wav,synthetic_noise,ambient,0.000000,0.000118,0.000118
E:\SIH\ira-wakeword\dataset\negative\background\background_00183.wav,synthetic_noise,ambient,0.000000,0.000001,0.000001
E:\SIH\ira-wakeword\dataset\negative\background\background_00186.wav,synthetic_noise,ambient,0.000084,0.000146,0.000062
E:\SIH\ira-wakeword\dataset\negative\background\background_00202.wav,synthetic_noise,ambient,0.000205,0.000343,0.000138
E:\SIH\ira-wakeword\dataset\negative\background\background_00203.wav,synthetic_noise,ambient,0.000000,0.000004,0.000004
E:\SIH\ira-wakeword\dataset\negative\background\background_00207.wav,synthetic_noise,ambient,0.000415,0.005799,0.005384
E:\SIH\ira-wakeword\dataset\negative\background\background_00234.wav,synthetic_noise,ambient,0.030742,0.001188,-0.029554
E:\SIH\ira-wakeword\dataset\negative\background\background_00235.wav,synthetic_noise,ambient,0.000038,0.000169,0.000131
E:\SIH\ira-wakeword\dataset\negative\background\background_00246.wav,synthetic_noise,ambient,0.000000,0.000033,0.000033
E:\SIH\ira-wakeword\dataset\negative\background\background_00247.wav,synthetic_noise,ambient,0.000201,0.000597,0.000395
E:\SIH\ira-wakeword\dataset\negative\background\background_00253.wav,synthetic_noise,ambient,0.000000,0.000003,0.000003
E:\SIH\ira-wakeword\dataset\negative\background\background_00257.wav,synthetic_noise,ambient,0.000000,0.001247,0.001247
E:\SIH\ira-wakeword\dataset\negative\background\background_00271.wav,synthetic_noise,ambient,0.000000,0.000934,0.000934
E:\SIH\ira-wakeword\dataset\negative\background\background_00283.wav,synthetic_noise,ambient,0.013825,0.000334,-0.013491
E:\SIH\ira-wakeword\dataset\negative\background\background_00291.wav,synthetic_noise,ambient,0.000257,0.000170,-0.000087
E:\SIH\ira-wakeword\dataset\negative\background\background_00294.wav,synthetic_noise,ambient,0.000000,0.000485,0.000485
E:\SIH\ira-wakeword\dataset\negative\background\background_00305.wav,synthetic_noise,ambient,0.000770,0.001060,0.000290
E:\SIH\ira-wakeword\dataset\negative\background\background_00315.wav,synthetic_noise,ambient,0.000000,0.000001,0.000001
E:\SIH\ira-wakeword\dataset\negative\background\background_00339.wav,synthetic_noise,ambient,0.010560,0.000220,-0.010340
E:\SIH\ira-wakeword\dataset\negative\background\background_00344.wav,synthetic_noise,ambient,0.000000,0.000003,0.000003
E:\SIH\ira-wakeword\dataset\negative\background\background_00346.wav,synthetic_noise,ambient,0.001616,0.000141,-0.001474
E:\SIH\ira-wakeword\dataset\negative\background\background_00368.wav,synthetic_noise,ambient,0.000008,0.000165,0.000158
E:\SIH\ira-wakeword\dataset\negative\background\background_00369.wav,synthetic_noise,ambient,0.000000,0.000371,0.000371
E:\SIH\ira-wakeword\dataset\negative\background\background_00371.wav,synthetic_noise,ambient,0.000000,0.000007,0.000007
E:\SIH\ira-wakeword\dataset\negative\background\background_00374.wav,synthetic_noise,ambient,0.026264,0.000603,-0.025661
E:\SIH\ira-wakeword\dataset\negative\background\background_00387.wav,synthetic_noise,ambient,0.001055,0.008647,0.007592
E:\SIH\ira-wakeword\dataset\negative\background\background_00394.wav,synthetic_noise,ambient,0.000053,0.000113,0.000059
E:\SIH\ira-wakeword\dataset\negative\background\background_00414.wav,synthetic_noise,ambient,0.000000,0.000008,0.000008
E:\SIH\ira-wakeword\dataset\negative\background\background_00416.wav,synthetic_noise,ambient,0.010020,0.000175,-0.009844
E:\SIH\ira-wakeword\dataset\negative\background\background_00421.wav,synthetic_noise,ambient,0.000000,0.000002,0.000002
E:\SIH\ira-wakeword\dataset\negative\background\background_00476.wav,synthetic_noise,ambient,0.000000,0.000010,0.000010
